회사명,거래소코드,회계년도,자산(*)(IFRS연결)(천원),부채(*)(IFRS연결)(천원),자본(*)(IFRS연결)(천원),유동자산(*)(IFRS연결)(천원),유동부채(*)(IFRS연결)(천원),비유동부채 (*)(IFRS연결)(천원),현금및현금성자산(*)(IFRS연결)(천원),매출채권(IFRS연결)(천원),재고자산(*)(IFRS연결)(천원),계약자산(IFRS연결)(천원),단기차입금(*)(IFRS연결)(천원),장기차입금(*)(IFRS연결)(천원),사채(*)(IFRS연결)(천원),매입채무(IFRS연결)(천원),유형자산(*)(IFRS연결)(천원),무형자산(*)(IFRS연결)(천원),선수금(*)(IFRS연결)(천원),자본금(*)(IFRS연결)(천원)
에이치디건설기계(주),267270,2023/12,"3,296,953,373","1,525,880,042","1,771,073,331","2,199,162,255","1,014,150,486","511,729,556","427,663,865","573,959,695","1,059,081,536",0,"343,315,843","257,743,149","100,000,000","283,925,012","817,299,086","71,935,802",0,"98,503,965"
에이치디건설기계(주),267270,2024/12,"3,324,625,332","1,530,794,897","1,793,830,435","2,112,846,135","1,063,541,773","467,253,124","264,216,974","524,153,466","1,128,695,853",0,"176,777,722","167,297,322","160,000,000","408,581,738","903,081,242","70,177,407",0,"94,235,480"
에이치디건설기계(주),267270,2025/12,"3,602,695,392","1,672,399,462","1,930,295,930","2,251,575,825","1,124,453,995","547,945,467","337,873,166","654,470,194","1,084,094,488",0,"222,839,431","184,562,126","184,000,000","443,274,559","944,897,278","68,305,950",0,"93,976,495"
에이치디씨(주),012630,2013/12,"6,420,822,396","4,218,495,020","2,202,327,376","4,461,145,879","2,736,961,288","1,481,533,732","289,174,032","316,489,000","1,981,655,182",,"630,040,880","607,740,947","382,000,324","447,581,079","870,773,712","17,374,931","436,575,986","376,920,900"
에이치디씨(주),012630,2014/12,"5,936,510,229","3,663,567,731","2,272,942,498","3,981,410,898","2,567,941,616","1,095,626,115","247,881,560","302,978,000","1,458,677,620",,"799,209,177","396,307,084","199,999,837","363,400,501","855,573,188","16,283,114","394,892,990","376,920,900"
에이치디씨(주),012630,2015/12,"5,510,084,233","3,039,112,156","2,470,972,078","3,409,424,275","2,019,510,061","1,019,602,095","547,682,351","288,711,000","997,730,578",,"519,802,121","270,982,146","220,000,346","353,272,368","844,476,291","11,413,804","393,205,152","376,920,900"
에이치디씨(주),012630,2016/12,"5,784,577,179","3,029,675,316","2,754,901,863","3,645,213,672","2,263,964,208","765,711,108","1,152,223,444","295,408,000","767,972,258",,"544,857,760","71,095,318","264,999,839","313,645,288","851,044,148","10,939,078","528,631,669","376,920,900"
에이치디씨(주),012630,2017/12,"6,539,447,494","3,576,968,293","2,962,479,201","4,186,158,929","2,414,785,355","1,162,182,938","1,278,709,062","310,038,000","574,267,783",,"433,023,699","378,847,136","355,000,393","357,148,622","1,035,201,468","11,128,082","761,687,538","376,920,900"
에이치디씨(주),012630,2018/12,"3,409,742,247","1,303,651,762","2,106,090,485","967,155,060","688,185,445","615,466,317","276,057,788","286,002,000","268,105,633",0,"265,616,516","427,977,347",0,"162,049,612","688,632,455","6,666,051","36,373,281","298,708,605"
에이치디씨(주),012630,2019/12,"4,208,951,128","1,857,740,750","2,351,210,377","1,072,404,021","934,362,389","923,378,362","139,456,582","240,716,000","238,083,686",0,"370,156,704","414,735,223",0,"141,829,701","781,393,256","6,671,517","76,392,688","298,708,605"
에이치디씨(주),012630,2020/12,"9,617,140,797","5,271,895,148","4,345,245,649","5,830,185,893","3,328,383,406","1,943,511,742","812,773,889","194,401,000","934,039,905",0,"1,079,072,481","560,663,313","580,000,000","249,973,635","1,419,691,653","100,438,475","699,462,632","298,708,605"
에이치디씨(주),012630,2021/12,"10,651,491,648","5,846,684,847","4,804,806,801","6,451,751,161","3,920,442,872","1,926,241,975","668,771,838","298,239,889","1,471,088,374",0,"1,176,321,675","296,187,837","620,000,000","327,063,869","1,541,917,427","51,804,798","827,136,118","298,708,605"
에이치디씨(주),012630,2022/12,"11,592,341,238","6,759,502,439","4,832,838,799","6,762,367,304","4,356,654,859","2,402,847,580","792,767,154","285,419,655","2,163,502,335",0,"1,870,366,526","500,428,368","699,000,000","353,094,122","1,916,924,934","51,456,144","736,113,333","298,708,605"
에이치디씨(주),012630,2023/12,"11,620,863,118","6,606,454,289","5,014,408,830","6,590,724,167","4,179,885,120","2,426,569,169","756,026,793","281,754,000","2,178,348,681",0,"1,214,378,587","934,746,922","597,000,000","403,362,006","2,230,056,007","50,644,386","738,338,738","298,708,605"
에이치디씨(주),012630,2024/12,"12,398,308,042","7,299,508,680","5,098,799,363","7,159,430,993","4,829,691,305","2,469,817,375","1,094,119,165","370,198,000","2,525,196,752",0,"1,429,138,211","1,324,635,460","299,000,000","379,804,339","2,563,301,721","49,903,036","946,548,189","298,708,605"
에이치디씨(주),012630,2025/12,"12,685,578,706","7,256,852,509","5,428,726,197","6,674,837,187","4,431,569,355","2,825,283,154","1,331,012,843","360,694,000","2,260,703,811",0,"1,476,794,207","1,371,020,188","627,000,000","321,583,508","2,838,751,287","47,316,234","925,581,620","298,708,605"
에이치디씨랩스(주),039570,2015/12,"218,330,908","58,826,456","159,504,452","124,784,500","52,784,428","6,042,028","10,561,880","37,725,283",0,,"3,000,000",0,0,"31,478,440","4,875,979","483,817","5,091,117","4,115,000"
에이치디씨랩스(주),039570,2016/12,"240,035,200","64,208,999","175,826,201","138,976,625","57,970,438","6,238,561","11,396,360","45,511,417",0,,0,0,0,"42,358,953","4,627,466","350,632","3,531,901","4,115,000"
에이치디씨랩스(주),039570,2017/12,"275,908,813","79,157,869","196,750,944","161,750,147","72,052,154","7,105,715","20,781,756","51,342,934",0,,0,0,0,"49,558,862","4,575,619","373,429","1,789,848","8,230,000"
에이치디씨랩스(주),039570,2018/12,"290,040,645","82,414,742","207,625,903","151,668,117","71,831,746","10,582,995","19,481,566","42,323,105",0,"16,727,913",0,"601,584",0,"49,337,252","5,099,617","465,585",0,"8,230,000"
에이치디씨랩스(주),039570,2019/12,"237,219,485","68,592,552","168,626,933","142,147,975","67,625,792","966,761","8,361,282","36,617,502","9,892,056","21,295,625",0,"453,272",0,"44,741,873","5,084,645","888,927",0,"8,230,000"
에이치디씨랩스(주),039570,2020/12,"217,997,166","54,086,836","163,910,331","192,932,136","53,635,870","450,966","10,643,973","44,276,302","6,857,082","10,785,161",0,"300,830",0,"21,537,577","4,844,481","1,045,718","69,981","8,230,000"
에이치디씨랩스(주),039570,2021/12,"411,391,673","145,584,906","265,806,767","319,516,461","131,703,285","13,881,621","102,356,245","86,536,998","8,387,997","25,759,816",0,"158,028",0,"66,953,015","11,648,776","13,645,519","922,243","12,978,801"
에이치디씨랩스(주),039570,2022/12,"382,579,392","122,062,667","260,516,725","283,879,540","106,496,164","15,566,503","42,213,569","107,833,994","9,359,679","25,343,720",0,"100,659",0,"49,835,328","10,375,008","13,884,309","1,144,755","12,978,801"
에이치디씨랩스(주),039570,2023/12,"383,332,487","124,811,385","258,521,102","301,271,355","113,187,484","11,623,901","25,287,355","112,666,104","9,179,066","26,866,320",0,"41,339",0,"57,162,475","9,612,035","14,447,525","709,130","12,978,801"
에이치디씨랩스(주),039570,2024/12,"438,161,253","170,656,124","267,505,129","293,294,215","163,834,650","6,821,475","40,865,076","122,572,048","8,284,612","32,456,200",0,0,0,"52,656,317","94,217,085","12,203,710","525,807","12,978,801"
에이치디씨랩스(주),039570,2025/12,"441,412,758","174,545,506","266,867,252","279,279,225","168,579,302","5,966,204","43,955,056","99,813,011","7,086,586","16,730,972",0,0,0,"42,918,802","93,314,560","13,194,478","1,771,454","12,978,801"
에이치디씨현대산업개발(주),294870,2018/12,"4,863,355,064","3,018,991,446","1,844,363,617","3,839,524,961","2,444,816,866","574,174,580","894,758,667","4,705,000","775,160,829",0,"207,285,000","34,884,342","319,013,017","159,894,009","396,117,730","6,124,776","38,824,193","219,691,100"
에이치디씨현대산업개발(주),294870,2019/12,"4,409,550,765","2,177,817,169","2,231,733,596","3,235,333,824","1,726,495,743","451,321,426","361,057,400","934,000","502,195,114",0,"231,685,000","4,806,408","179,507,058","178,476,349","388,370,203","7,980,672","40,813,172","219,691,100"
에이치디씨현대산업개발(주),294870,2020/12,"6,116,097,910","3,373,063,232","2,743,034,678","4,760,551,934","2,474,041,087","899,022,145","526,623,634","2,274,000","450,997,843",0,"832,285,000","143,991,068","589,999,665","122,244,134","362,367,552","11,780,032","30,960,641","329,536,650"
에이치디씨현대산업개발(주),294870,2021/12,"6,566,377,904","3,681,097,259","2,885,280,645","4,955,826,205","2,846,967,258","834,130,001","350,812,068","5,115,000","848,227,539",0,"877,485,000","109,407,415","490,000,643","129,695,433","353,040,409","10,928,510","34,909,749","329,536,650"
에이치디씨현대산업개발(주),294870,2022/12,"7,336,326,609","4,434,454,286","2,901,872,323","5,442,547,024","3,459,125,496","975,328,789","564,304,696","1,167,000","1,574,761,816",0,"1,512,000,000","330,115,147","320,000,000","191,448,940","441,057,631","12,578,444","57,921,158","329,536,650"
에이치디씨현대산업개발(주),294870,2023/12,"7,016,268,810","4,008,251,615","3,008,017,195","4,987,269,550","3,147,575,789","860,675,827","558,231,008","10,132,000","1,507,391,138",0,"1,136,700,000","250,103,484","250,000,000","236,048,964","484,060,734","11,372,817","24,419,322","329,536,650"
에이치디씨현대산업개발(주),294870,2024/12,"7,461,863,866","4,347,278,472","3,114,585,394","5,380,387,939","3,510,023,081","837,255,391","824,527,529","8,541,000","1,854,262,476",0,"1,339,759,000","336,255,707","200,000,000","219,830,264","485,111,255","11,847,517","18,256,037","329,536,650"
에이치디씨현대산업개발(주),294870,2025/12,"7,599,100,706","4,386,345,092","3,212,755,613","4,718,349,194","3,291,628,138","1,094,716,954","884,034,772","12,366,000","1,505,675,944",0,"1,381,886,354","462,822,733","321,000,000","159,073,251","839,278,393","14,204,744","19,792,748","329,536,650"
에이치디씨현대이피(주),089470,2013/12,"547,238,482","397,395,434","149,843,048","365,839,221","309,657,880","87,737,554","15,050,696","229,030,663","114,113,628",,"137,566,791","82,126,880",0,"125,195,801","131,708,269","1,898,536","168,521","17,200,000"
에이치디씨현대이피(주),089470,2014/12,"563,822,640","384,888,455","178,934,185","365,843,925","364,304,750","20,583,705","14,494,733","243,128,089","101,573,806",,"129,151,432","12,497,656",0,"112,378,648","137,811,906","1,896,315","214,276","17,200,000"
에이치디씨현대이피(주),089470,2015/12,"560,624,379","341,952,333","218,672,046","356,051,256","288,053,714","53,898,619","34,140,030","230,499,856","88,626,477",,"152,406,737","44,186,210",0,"90,481,714","137,137,974","1,343,299","278,795","17,200,000"
에이치디씨현대이피(주),089470,2016/12,"577,184,630","312,135,588","265,049,043","365,387,171","269,732,917","42,402,671","31,480,028","236,873,694","94,818,364",,"136,314,517","38,604,762",0,"99,061,928","138,126,199","1,371,188","735,376","17,200,000"
에이치디씨현대이피(주),089470,2017/12,"612,710,406","332,888,899","279,821,507","389,973,778","292,904,893","39,984,006","22,949,932","242,330,201","123,269,206",,"135,746,962","34,376,782",0,"110,978,347","147,507,995","1,223,909","684,411","17,200,000"
에이치디씨현대이피(주),089470,2018/12,"600,353,780","318,086,294","282,267,486","381,127,761","261,197,053","56,889,241","17,280,706","224,709,113","139,901,018",0,"118,116,516","51,109,330",0,"102,262,707","144,116,772","1,214,633",0,"17,200,000"
에이치디씨현대이피(주),089470,2019/12,"547,277,769","263,822,645","283,455,125","358,583,317","217,135,089","46,687,556","30,656,023","196,864,528","88,778,799",0,"76,443,470","37,672,122",0,"78,052,510","138,667,057","1,568,248",0,"17,200,000"
에이치디씨현대이피(주),089470,2020/12,"524,916,605","232,179,896","292,736,709","340,902,288","155,783,415","76,396,481","76,359,462","180,985,613","73,874,362",0,"22,868,963","63,043,176",0,"82,241,434","126,509,579","1,571,189","942,828","17,200,000"
에이치디씨현대이피(주),089470,2021/12,"582,888,462","275,234,383","307,654,079","387,571,800","188,572,816","86,661,567","50,703,819","193,916,477","130,187,584",0,"26,217,201","28,831,654","40,000,000","91,711,016","144,541,906","1,853,103","1,062,446","17,200,000"
에이치디씨현대이피(주),089470,2022/12,"603,330,217","289,863,741","313,466,476","394,001,264","205,485,759","84,377,982","47,331,759","199,402,384","145,421,911",0,"47,967,556","26,805,131","40,000,000","101,862,372","145,935,360","2,076,874","2,003,305","17,200,000"
에이치디씨현대이피(주),089470,2023/12,"605,440,391","288,562,520","316,877,871","407,081,530","244,657,330","43,905,190","56,231,822","188,580,913","152,530,270",0,"36,582,560","30,414,601",0,"106,830,864","137,253,093","2,292,839","802,183","17,200,000"
에이치디씨현대이피(주),089470,2024/12,"630,989,412","298,279,354","332,710,059","417,375,227","243,274,261","55,005,092","62,749,638","183,119,416","167,557,364",0,"69,286,304","40,249,614",0,"101,460,904","153,730,780","2,557,945","676,076","17,200,000"
에이치디씨현대이피(주),089470,2025/12,"661,226,988","307,813,795","353,413,193","428,954,925","262,192,280","45,621,515","67,491,401","193,754,877","168,241,671",0,"91,365,226","27,828,918",0,"91,872,028","170,359,392","2,581,951","2,026,375","17,200,000"
에이치디한국조선해양(주),009540,2013/12,"53,204,971,621","34,175,379,864","19,029,591,757","29,254,183,750","26,212,006,455","7,658,956,409","1,336,613,209","6,097,909,000","6,129,287,249",,"8,361,314,487","2,624,902,611","2,596,590,000","4,345,971,209","15,712,997,462","885,733,835","819,346,091","380,000,000"
에이치디한국조선해양(주),009540,2014/12,"53,384,417,841","36,745,842,179","16,638,575,662","29,871,608,665","27,702,671,033","9,043,171,146","3,229,315,488","5,095,505,198","5,822,203,196",,"7,691,632,393","3,932,725,077","2,459,760,000","3,753,892,342","16,060,222,102","851,479,038","705,470,656","380,000,000"
에이치디한국조선해양(주),009540,2015/12,"49,469,064,992","34,042,961,419","15,426,103,573","27,096,467,095","23,065,151,183","10,977,810,236","3,068,122,574","5,500,060,233","4,466,387,289",,"6,531,145,000","3,861,396,000","4,044,715,000","2,994,150,446","16,027,157,696","779,723,380","532,641,433","380,000,000"
에이치디한국조선해양(주),009540,2016/12,"48,949,259,814","31,162,698,165","17,786,561,649","25,864,818,442","23,237,004,912","7,925,693,253","4,326,493,276","5,568,575,888","3,879,525,758",,"6,997,811,000","2,188,213,000","3,185,354,000","2,711,944,838","18,729,240,248","712,959,924","421,450,014","380,000,000"
에이치디한국조선해양(주),009540,2017/12,"30,408,847,507","18,036,809,525","12,372,037,982","17,663,719,902","15,614,871,052","2,421,938,473","3,239,726,945","2,284,595,070","845,360,005",,"2,818,133,596","832,219,252","65,000,000","1,365,390,445","11,046,256,085","92,302,303","397,846,839","283,327,130"
에이치디한국조선해양(주),009540,2018/12,"24,729,898,792","11,618,935,420","13,110,963,372","12,316,692,940","9,410,253,086","2,208,682,334","3,041,786,200","2,006,821,313","1,009,063,255","3,677,786,966","1,928,528,390","781,361,022",0,"1,230,303,752","10,269,011,371","76,341,727","442,148,568","353,865,580"
에이치디한국조선해양(주),009540,2019/12,"25,055,372,817","12,129,057,655","12,926,315,162","12,545,988,679","8,941,941,350","3,187,116,305","2,225,143,190","2,057,684,621","1,318,325,637","4,730,859,864","2,506,907,947","1,653,683,430","597,092,000","1,459,983,892","9,946,724,472","100,821,576","172,183,730","353,865,580"
에이치디한국조선해양(주),009540,2020/12,"25,244,191,252","12,822,965,818","12,421,225,434","13,001,432,736","9,511,529,229","3,311,436,589","3,703,409,917","1,733,312,219","1,252,994,979","4,762,370,778","1,635,075,030","1,862,246,279","522,320,000","1,461,336,936","9,970,539,162","104,143,009","1,461,232","353,865,580"
에이치디한국조선해양(주),009540,2021/12,"27,293,093,978","14,879,338,674","12,413,755,304","14,562,196,013","11,286,467,399","3,592,871,275","4,567,468,098","1,700,486,983","1,554,136,717","5,503,423,407","1,219,979,564","1,619,379,000","959,100,000","2,065,860,129","9,872,011,979","120,394,874","30,017,426","353,865,580"
에이치디한국조선해양(주),009540,2022/12,"29,883,476,300","17,571,346,490","12,312,129,810","15,775,914,217","15,033,482,523","2,537,863,967","2,697,222,866","1,549,800,269","2,203,316,626","6,444,373,217","634,742,000","399,188,000","1,038,400,000","1,609,851,204","10,143,112,509","150,556,162","28,578,990","353,865,580"
에이치디한국조선해양(주),009540,2023/12,"32,242,568,184","19,872,465,252","12,370,102,932","17,735,127,271","17,497,867,505","2,374,597,747","3,018,390,965","1,920,127,954","2,005,664,722","7,165,162,352","926,171,000","985,700,000","710,820,000","1,915,051,517","10,503,503,219","177,652,079","28,310,544","353,865,580"
에이치디한국조선해양(주),009540,2024/12,"36,719,137,422","22,563,324,218","14,155,813,204","20,431,356,435","19,325,058,391","3,238,265,827","3,717,318,959","2,173,168,822","2,232,067,007","7,503,003,889","186,838,960","202,144,844","652,000,000","2,247,210,728","11,110,889,882","257,393,945","38,451,216","353,865,580"
에이치디한국조선해양(주),009540,2025/12,"39,542,213,288","22,633,860,456","16,908,352,832","23,424,477,841","20,010,814,307","2,623,046,149","3,742,015,549","2,206,153,587","2,765,843,221","7,759,353,382","97,344,444","40,121,588","808,470,000","2,328,407,546","12,025,454,745","343,401,458","29,413,004","353,865,580"
에이치디현대(주),267250,2017/12,"20,888,570,158","10,786,705,628","10,101,864,530","7,827,202,701","6,528,696,308","4,258,009,320","1,126,274,203","2,966,175,452","3,301,983,453",0,"1,568,015,297","1,478,144,000","1,911,420,000","2,126,312,465","7,233,872,407","877,379,556","186,816,019","81,433,085"
에이치디현대(주),267250,2018/12,"23,347,820,007","12,793,660,095","10,554,159,912","8,884,243,813","8,660,182,933","4,133,477,162","1,099,823,984","2,539,448,715","4,329,882,609","170,578,905","3,149,479,217","1,386,708,000","1,938,336,694","2,329,846,195","7,885,741,406","783,118,706",0,"81,433,085"
에이치디현대(주),267250,2019/12,"25,715,535,189","13,830,840,336","11,884,694,853","9,935,217,592","8,022,270,883","5,808,569,453","2,028,484,960","2,383,653,832","3,876,745,323","288,715,764","2,302,023,034","1,724,611,167","2,935,000,000","2,069,769,882","8,408,883,562","836,897,719",0,"81,433,085"
에이치디현대(주),267250,2020/12,"26,558,952,365","15,461,098,130","11,097,854,235","8,049,124,007","6,336,366,091","9,124,732,039","2,038,500,825","1,923,345,003","3,021,898,860","253,527,015","1,051,821,345","3,474,617,000","3,818,800,141","1,614,464,210","10,679,603,834","701,596,707",0,"81,433,085"
에이치디현대(주),267250,2021/12,"35,815,655,908","23,928,156,390","11,887,499,518","13,402,353,216","11,685,895,014","12,242,261,376","2,137,064,211","3,348,604,416","5,879,188,146","263,307,816","1,824,988,000","4,455,405,000","4,974,550,109","2,822,795,318","13,470,421,179","1,428,896,656",0,"81,433,085"
에이치디현대(주),267250,2022/12,"65,570,861,076","42,307,197,037","23,263,664,039","30,130,809,645","26,274,593,765","16,032,603,272","3,994,767,866","5,026,697,205","9,470,742,395","6,647,001,194","2,077,367,000","6,415,062,000","5,022,218,000","4,305,459,381","24,219,899,472","2,741,740,422",0,"81,433,085"
에이치디현대(주),267250,2023/12,"67,982,820,888","44,750,983,788","23,231,837,100","32,083,110,520","28,532,163,119","16,218,820,669","4,400,502,623","5,664,330,000","9,416,327,539","7,463,663,856","2,257,668,000","7,445,890,000","4,514,146,000","4,751,150,752","25,052,476,031","2,671,406,441",0,"81,433,085"
에이치디현대(주),267250,2024/12,"73,866,670,219","47,481,568,074","26,385,102,145","35,592,849,734","32,333,112,202","15,148,455,872","5,667,059,887","5,968,475,472","10,007,110,182","7,732,273,798","984,152,000","5,290,605,000","4,903,583,000","5,867,323,767","26,262,483,526","2,613,354,945",0,"81,433,085"
에이치디현대(주),267250,2025/12,"78,685,890,494","48,350,799,380","30,335,091,114","39,632,675,115","33,637,107,184","14,713,692,196","6,367,475,266","6,158,946,615","10,225,466,549","8,118,474,765","1,197,555,000","5,360,208,000","4,676,456,000","5,353,600,657","28,160,967,529","2,551,570,455",0,"81,433,085"
에이치디현대마린솔루션(주),443060,2024/12,"1,152,227,968","378,693,407","773,534,562","1,075,525,918","342,617,751","36,075,655","298,466,073","252,625,870","273,426,859","16,841,284",0,0,0,"151,625,608","19,580,722","897,714","795,605","22,225,000"
에이치디현대마린솔루션(주),443060,2025/12,"1,272,320,059","447,595,203","824,724,855","1,186,808,812","408,739,495","38,855,708","377,924,044","307,879,638","270,685,735","7,399,706",0,0,0,"174,525,694","29,559,680","1,448,845","2,407,874","22,414,605"
에이치디현대마린엔진(주),071970,2013/12,"1,679,370,786","1,559,427,218","119,943,568","737,781,685","770,451,076","788,976,142","19,113,306","313,209,850","139,816,382",,"90,972,179","694,727,931","48,041,200","311,128,779","757,333,490","30,143,047","112,196,327","285,772,543"
에이치디현대마린엔진(주),071970,2014/12,"1,486,441,146","1,488,676,541","-2,235,395","641,882,165","645,291,262","843,385,278","35,627,548","266,506,419","140,730,478",,"86,328,536","818,786,341","50,000,000","247,238,254","668,173,518","23,093,610","156,651,572","285,772,543"
에이치디현대마린엔진(주),071970,2015/12,"1,419,848,489","1,313,108,367","106,740,122","574,417,416","548,834,238","764,274,129","79,562,587","249,424,729","130,450,508",,"121,593,624","761,996,141","1,296,000","178,243,377","679,460,680","20,154,477","108,364,791","64,918,068"
에이치디현대마린엔진(주),071970,2016/12,"849,906,703","1,461,297,438","-611,390,735","290,025,206","1,423,080,113","38,217,324","71,191,691","202,481,863","106,819,314",,"116,607,447",0,0,"158,531,590","427,532,059","7,904,124","75,922,192","64,918,068"
에이치디현대마린엔진(주),071970,2017/12,"744,314,393","598,760,616","145,553,778","223,745,907","316,223,525","282,537,090","32,061,328","175,809,316","69,475,757",,"19,251,000",0,0,"33,158,653","388,409,136","6,162,151","51,524,473","61,663,378"
에이치디현대마린엔진(주),071970,2018/12,"567,197,923","413,326,429","153,871,493","321,067,604","294,786,020","118,540,409","77,483,392","132,803,500","74,766,621",0,0,0,"85,570,000","23,321,307","230,764,529","3,266,505","48,352,142","70,204,328"
에이치디현대마린엔진(주),071970,2019/12,"447,548,959","317,544,515","130,004,444","221,287,501","198,542,367","119,002,148","24,997,583","145,997,459","79,063,065",0,"64,000,000",0,"85,570,000","23,396,147","214,685,373","2,720,028","46,845,082","70,204,328"
에이치디현대마린엔진(주),071970,2020/12,"467,363,346","293,443,430","173,919,916","152,537,363","258,518,955","34,924,475","58,390,002","125,757,668","56,957,772",0,"67,856,730",0,0,"15,020,070","304,824,509","3,909,775","33,190,581","70,914,940"
에이치디현대마린엔진(주),071970,2021/12,"430,406,730","276,445,468","153,961,262","182,389,805","244,851,204","31,594,264","61,113,804","108,903,355","52,868,824",0,"78,390,037",0,0,"21,843,076","239,141,451","3,897,108","38,382,872","70,914,940"
에이치디현대마린엔진(주),071970,2022/12,"416,290,994","224,154,880","192,136,114","165,093,772","184,789,559","39,365,321","29,656,422","76,215,925","70,980,973",0,"80,976,875",0,0,"18,136,546","241,806,461","4,387,144",0,"70,952,605"
에이치디현대마린엔진(주),071970,2023/12,"454,013,908","228,637,993","225,375,915","196,470,092","206,642,831","21,995,162","33,895,601","75,841,747","89,074,959",0,"87,419,644",0,0,"28,697,434","146,404,061","417,527",0,"71,381,673"
에이치디현대마린엔진(주),071970,2024/12,"494,962,963","185,588,380","309,374,583","293,886,546","180,908,740","4,679,640","59,756,969","69,327,234","86,701,383",0,0,0,0,"27,866,607","151,264,238","741,003","10,000,000","84,803,738"
에이치디현대마린엔진(주),071970,2025/12,"814,697,176","325,784,965","488,912,211","516,174,833","320,140,948","5,644,016","94,276,230","60,581,787","116,969,829",0,0,0,0,"28,445,464","234,026,082","1,259,981",0,"84,803,738"
에이치디현대미포(주),010620,2013/12,"10,227,698,199","6,986,660,092","3,241,038,107","6,532,648,583","5,983,815,119","1,002,844,973","242,741,230","286,586,356","253,885,067",,"2,608,461,688","30,603,700","130,000,000","288,160,992","844,981,486","45,584,407","1,496","100,000,000"
에이치디현대미포(주),010620,2014/12,"10,063,720,316","8,137,122,082","1,926,598,234","7,450,317,892","6,718,704,387","1,418,417,694","715,753,091","423,573,653","289,306,459",,"2,381,343,667","120,912,000","130,000,000","270,687,095","851,328,404","41,972,263","136,778","100,000,000"
에이치디현대미포(주),010620,2015/12,"9,438,010,980","7,641,204,403","1,796,806,577","6,853,970,777","5,618,261,782","2,022,942,621","656,701,534","264,263,527","255,466,973",,"3,012,532,788","318,972,000","480,000,000","286,556,000","835,786,369","36,858,598","3,685,998","100,000,000"
에이치디현대미포(주),010620,2016/12,"9,226,316,948","6,967,927,605","2,258,389,343","6,546,316,620","5,471,849,846","1,496,077,759","804,379,492","66,019,000","161,880,947",,"2,501,791,000","84,595,000","380,000,000","180,507,000","1,126,344,466","29,886,328","1,903,165","100,000,000"
에이치디현대미포(주),010620,2017/12,"8,319,438,717","5,980,297,708","2,339,141,009","6,776,200,577","5,904,637,238","75,660,470","562,237,965","222,758,564","95,934,524",,"223,175,871",0,0,"202,071,000","1,089,746,626","3,112,333","11,164,356","100,000,000"
에이치디현대미포(주),010620,2018/12,"3,463,733,941","1,146,560,216","2,317,173,725","1,801,359,973","1,076,380,290","70,179,926","280,463,109","57,565,564","160,144,060","777,077,534","241,621,510",0,0,"190,239,522","1,518,942,789","2,928,557","380,471","199,710,745"
에이치디현대미포(주),010620,2019/12,"3,380,628,394","1,026,666,920","2,353,961,474","1,744,822,659","1,001,576,278","25,090,642","199,829,697","100,302,969","166,312,395","857,777,201","229,755,868",0,0,"214,490,861","1,528,628,779","2,668,059","608,800","199,710,745"
에이치디현대미포(주),010620,2020/12,"3,599,025,550","1,231,546,541","2,367,479,009","1,879,237,897","1,191,004,672","40,541,869","532,734,379","151,116,272","148,561,220","731,110,096","224,884,775",0,0,"188,380,901","1,613,701,098","1,929,511","563,616","199,710,745"
에이치디현대미포(주),010620,2021/12,"3,878,320,283","1,674,021,487","2,204,298,796","2,046,698,160","1,612,004,353","62,017,134","400,370,959","46,963,346","265,534,013","900,962,635","169,156,149",0,0,"328,309,562","1,636,392,642","1,758,942","87,679","199,710,745"
에이치디현대미포(주),010620,2022/12,"4,748,245,499","2,572,981,743","2,175,263,756","2,724,476,086","2,499,086,891","73,894,852","490,143,854","69,339,570","292,593,548","1,308,984,858","107,721,167",0,0,"471,876,077","1,702,071,855","8,876,191","169,945","199,710,745"
에이치디현대미포(주),010620,2023/12,"4,909,071,433","2,893,858,196","2,015,213,237","2,799,391,799","2,735,399,724","158,458,472","310,040,894","125,604,670","230,175,930","1,449,168,050","474,232,235","95,671,499",0,"323,502,375","1,756,830,168","14,726,124",145,"199,710,745"
에이치디현대미포(주),010620,2024/12,"5,108,867,288","3,002,436,522","2,106,430,766","2,786,547,402","2,705,577,859","296,858,663","165,096,210","96,118,524","270,834,338","1,488,564,024","159,198,207","80,000,000",0,"354,868,846","1,861,521,409","20,930,214",0,"199,710,745"
에이치디현대에너지솔루션(주),322000,2019/12,"481,150,928","163,296,787","317,854,141","358,736,567","157,517,854","5,778,933","64,899,714","116,162,336","121,684,550",168,"23,567,794",0,0,"64,929,933","94,997,348","5,589,801",0,"56,000,000"
에이치디현대에너지솔루션(주),322000,2020/12,"458,242,118","129,498,228","328,743,889","311,596,010","108,258,398","21,239,830","112,115,608","78,856,918","109,965,090",0,"48,651,041","17,000,000",0,"46,622,085","99,604,497","6,243,322",0,"56,000,000"
에이치디현대에너지솔루션(주),322000,2021/12,"605,558,889","285,239,400","320,319,488","445,279,418","255,777,452","29,461,949","128,290,979","112,870,303","186,225,624",0,"55,353,855","25,500,000",0,"175,748,584","114,247,243","6,911,808",0,"56,000,000"
에이치디현대에너지솔루션(주),322000,2022/12,"652,825,960","271,292,811","381,533,149","490,181,756","237,448,773","33,844,038","68,760,683","138,798,943","273,182,424",0,"32,483,539","28,142,700",0,"166,543,378","119,449,828","7,154,360",0,"56,000,000"
